 TITLE = "DIFFUSION 2D - FD"
 VARIABLES = "X" "Y" "C" "ERR"
  ZONE F=POINT, I=         101 , J=          101
   -4.00000000   -4.00000000    0.00419987    0.00000000
   -3.92000000   -4.00000000    0.00476492    0.00000000
   -3.84000000   -4.00000000    0.00538757    0.00000000
   -3.76000000   -4.00000000    0.00607085    0.00000000
   -3.68000000   -4.00000000    0.00681748    0.00000000
   -3.60000000   -4.00000000    0.00762986    0.00000000
   -3.52000000   -4.00000000    0.00850997    0.00000000
   -3.44000000   -4.00000000    0.00945927    0.00000000
   -3.36000000   -4.00000000    0.01047865    0.00000000
   -3.28000000   -4.00000000    0.01156836    0.00000000
   -3.20000000   -4.00000000    0.01272790    0.00000000
   -3.12000000   -4.00000000    0.01395597    0.00000000
   -3.04000000   -4.00000000    0.01525041    0.00000000
   -2.96000000   -4.00000000    0.01660817    0.00000000
   -2.88000000   -4.00000000    0.01802520    0.00000000
   -2.80000000   -4.00000000    0.01949651    0.00000000
   -2.72000000   -4.00000000    0.02101610    0.00000000
   -2.64000000   -4.00000000    0.02257698    0.00000000
   -2.56000000   -4.00000000    0.02417118    0.00000000
   -2.48000000   -4.00000000    0.02578982    0.00000000
   -2.40000000   -4.00000000    0.02742314    0.00000000
   -2.32000000   -4.00000000    0.02906059    0.00000000
   -2.24000000   -4.00000000    0.03069093    0.00000000
   -2.16000000   -4.00000000    0.03230234    0.00000000
   -2.08000000   -4.00000000    0.03388258    0.00000000
   -2.00000000   -4.00000000    0.03541908    0.00000000
   -1.92000000   -4.00000000    0.03689916    0.00000000
   -1.84000000   -4.00000000    0.03831017    0.00000000
   -1.76000000   -4.00000000    0.03963968    0.00000000
   -1.68000000   -4.00000000    0.04087564    0.00000000
   -1.60000000   -4.00000000    0.04200658    0.00000000
   -1.52000000   -4.00000000    0.04302180    0.00000000
   -1.44000000   -4.00000000    0.04391149    0.00000000
   -1.36000000   -4.00000000    0.04466694    0.00000000
   -1.28000000   -4.00000000    0.04528064    0.00000000
   -1.20000000   -4.00000000    0.04574645    0.00000000
   -1.12000000   -4.00000000    0.04605965    0.00000000
   -1.04000000   -4.00000000    0.04621705    0.00000000
   -0.96000000   -4.00000000    0.04621705    0.00000000
   -0.88000000   -4.00000000    0.04605965    0.00000000
   -0.80000000   -4.00000000    0.04574645    0.00000000
   -0.72000000   -4.00000000    0.04528064    0.00000000
   -0.64000000   -4.00000000    0.04466694    0.00000000
   -0.56000000   -4.00000000    0.04391149    0.00000000
   -0.48000000   -4.00000000    0.04302180    0.00000000
   -0.40000000   -4.00000000    0.04200658    0.00000000
   -0.32000000   -4.00000000    0.04087564    0.00000000
   -0.24000000   -4.00000000    0.03963968    0.00000000
   -0.16000000   -4.00000000    0.03831017    0.00000000
   -0.08000000   -4.00000000    0.03689916    0.00000000
    0.00000000   -4.00000000    0.03541908    0.00000000
    0.08000000   -4.00000000    0.03388258    0.00000000
    0.16000000   -4.00000000    0.03230234    0.00000000
    0.24000000   -4.00000000    0.03069093    0.00000000
    0.32000000   -4.00000000    0.02906059    0.00000000
    0.40000000   -4.00000000    0.02742314    0.00000000
    0.48000000   -4.00000000    0.02578982    0.00000000
    0.56000000   -4.00000000    0.02417118    0.00000000
    0.64000000   -4.00000000    0.02257698    0.00000000
    0.72000000   -4.00000000    0.02101610    0.00000000
    0.80000000   -4.00000000    0.01949651    0.00000000
    0.88000000   -4.00000000    0.01802520    0.00000000
    0.96000000   -4.00000000    0.01660817    0.00000000
    1.04000000   -4.00000000    0.01525041    0.00000000
    1.12000000   -4.00000000    0.01395597    0.00000000
